,bearish,bullish,date,title,enddate,yqdopen,yqdclose6m,yqdclose30d,yqdclose7d
40,"['X', 'NUE', 'DLTH', 'BMY', 'AKS', 'LKQ', 'SNA']","['AMT', 'LUV', 'CCI', 'HA', 'AWK']",20170428,Nucor Is The Best Steel Stock - Cramer's Lightning Round (4/27/17),20171028,"[['2017-04-28', '124.708496'], ['2017-04-28', '55.972591'], ['2017-04-28', '92.871704'], ['2017-04-28', '54.299999'], ['2017-04-28', '78.935486']]","[['2017-10-20', '138.961899'], ['2017-10-20', '59.187500'], ['2017-10-20', '104.820000'], ['2017-10-20', '41.575001'], ['2017-10-20', '87.440002']]","[['2017-06-02', '131.194443'], ['2017-06-02', '60.094368'], ['2017-06-02', '102.679184'], ['2017-06-02', '51.799999'], ['2017-06-02', '78.595642']]","[['2017-05-08', '127.609840'], ['2017-05-08', '57.227043'], ['2017-05-08', '93.617813'], ['2017-05-08', '53.099998'], ['2017-05-08', '76.178085']]"
41,['ETP'],"['MU', 'WING', 'BWLD', 'SNY', 'APO', 'BX', 'NI', 'REGN']",20170427,Wingstop Over B-Dubs - Cramer's Lightning Round (4/26/17),20171027,"[['2017-04-27', '27.629999'], ['2017-04-27', '29.445887'], ['2017-04-27', '156.399994'], ['2017-04-27', '45.420628'], ['2017-04-27', '26.232193'], ['2017-04-27', '30.485111'], ['2017-04-27', '24.199194'], ['2017-04-27', '366.619995']]","[['2017-10-20', '41.740002'], ['2017-10-20', '32.939999'], ['2017-10-20', '107.599998'], ['2017-10-20', '49.500000'], ['2017-10-20', '32.150002'], ['2017-10-20', '34.599998'], ['2017-10-20', '26.575001'], ['2017-10-20', '431.000000']]","[['2017-06-01', '30.760000'], ['2017-06-01', '28.817255'], ['2017-06-01', '149.750000'], ['2017-06-01', '49.279999'], ['2017-06-01', '26.907499'], ['2017-06-01', '32.926285'], ['2017-06-01', '26.066782'], ['2017-06-01', '466.019989']]","[['2017-05-05', '28.200001'], ['2017-05-05', '32.219849'], ['2017-05-05', '160.350006'], ['2017-05-05', '47.560463'], ['2017-05-05', '25.508879'], ['2017-05-05', '29.805916'], ['2017-05-05', '24.368071'], ['2017-05-05', '429.000000']]"
42,['MGA'],"['BAC', 'WYN', 'ILG', 'S', 'SAGE', 'TMUS', 'VAC']",20170426,Buy Bank Of America - Cramer's Lightning Round (4/25/17),20171026,"[['2017-04-26', '23.690613'], ['2017-04-26', '99.350868'], ['2017-04-26', '24.095863'], ['2017-04-26', '8.910000'], ['2017-04-26', '72.160004'], ['2017-04-26', '67.580002'], ['2017-04-26', '109.763145']]","[['2017-10-20', '27.146000'], ['2017-10-20', '108.970001'], ['2017-10-20', '29.260000'], ['2017-10-20', '6.915000'], ['2017-10-20', '63.099998'], ['2017-10-20', '60.415001'], ['2017-10-20', '127.050003']]","[['2017-05-31', '22.295954'], ['2017-05-31', '100.396599'], ['2017-05-31', '26.636951'], ['2017-05-31', '8.490000'], ['2017-05-31', '66.110001'], ['2017-05-31', '67.419998'], ['2017-05-31', '116.156197']]","[['2017-05-04', '23.650948'], ['2017-05-04', '94.498940'], ['2017-05-04', '24.085974'], ['2017-05-04', '7.940000'], ['2017-05-04', '70.050003'], ['2017-05-04', '65.480003'], ['2017-05-04', '120.515862']]"
43,"['TEVA', 'LNCE', 'FCX']","['OCLR', 'EQM', 'CXW', 'ABBV', 'BX']",20170424,Blackstone Is A Buy - Cramer's Lightning Round (4/21/2017),20171024,"[['2017-04-24', '8.910000'], ['2017-04-24', '75.955704'], ['2017-04-24', '33.092361'], ['2017-04-24', '63.640003'], ['2017-04-24', '29.120192']]","[['2017-10-20', '8.380000'], ['2017-10-20', '72.105003'], ['2017-10-20', '26.090000'], ['2017-10-20', '95.743797'], ['2017-10-20', '34.599998']]","[['2017-05-26', '8.910000'], ['2017-05-26', '73.461845'], ['2017-05-26', '29.166643'], ['2017-05-26', '65.017906'], ['2017-05-26', '32.069904']]","[['2017-05-02', '8.190000'], ['2017-05-02', '75.477203'], ['2017-05-02', '32.646477'], ['2017-05-02', '65.578918'], ['2017-05-02', '30.268557']]"
44,"['GNC', 'CTL', 'IONS', 'TWTR']","['ABB', 'NOC', 'RTN', 'GD', 'LMT']",20170421,Wait For Twitter's Earnings - Cramer's Lightning Round (4/20/2017),20171021,"[['2017-04-21', '23.320000'], ['2017-04-21', '244.473495'], ['2017-04-21', '152.622101'], ['2017-04-21', '187.397156'], ['2017-04-21', '269.735107']]","[['2017-10-20', '25.470100'], ['2017-10-20', '294.359985'], ['2017-10-20', '188.550003'], ['2017-10-20', '213.339996'], ['2017-10-20', '319.549988']]","[['2017-05-25', '25.070000'], ['2017-05-25', '254.586700'], ['2017-05-25', '161.608627'], ['2017-05-25', '199.447937'], ['2017-05-25', '278.594910']]","[['2017-05-01', '24.570000'], ['2017-05-01', '242.498489'], ['2017-05-01', '152.661743'], ['2017-05-01', '191.572769'], ['2017-05-01', '265.132355']]"
45,"['JBLU', 'LUV', 'ALK', 'DAL', 'NTNX', 'CSCO']","['ZYNE', 'MDLZ']",20170420,Don't Sell Mondelez International - Cramer's Lightning Round (4/19/2017),20171020,"[['2017-04-20', '24.530001'], ['2017-04-20', '44.542778']]","[['2017-10-20', '9.715000'], ['2017-10-20', '41.044998']]","[['2017-05-24', '18.110001'], ['2017-05-24', '45.661793']]","[['2017-04-28', '20.980000'], ['2017-04-28', '44.592289']]"
46,"['AFSI', 'GIS']","['UBS', 'MTW', 'MOS']",20170414,It's Tough To Bet Against General Mills - Cramer's Lightning Round (4/13/2017),20171014,"[['2017-04-17', '14.909003'], ['2017-04-17', '5.540000'], ['2017-04-17', '26.973270']]","[['2017-10-13', '17.280001'], ['2017-10-13', '9.140000'], ['2017-10-13', '21.780001']]","[['2017-05-19', '16.370001'], ['2017-05-19', '5.630000'], ['2017-05-19', '23.315710']]","[['2017-04-25', '16.048424'], ['2017-04-25', '6.150000'], ['2017-04-25', '27.150726']]"
47,['MYL'],"['AMN', 'AMCX', 'SMG', 'CWH', 'SEMG', 'TSCO']",20170413,Scotts Miracle-Gro Is Showing Strength - Cramer's Lightning Round (4/12/2017),20171013,"[['2017-04-13', '40.099998'], ['2017-04-13', '58.090000'], ['2017-04-13', '92.395699'], ['2017-04-13', '29.015841'], ['2017-04-13', '33.507565'], ['2017-04-13', '62.925022']]","[['2017-10-13', '41.400002'], ['2017-10-13', '55.740002'], ['2017-10-13', '99.589996'], ['2017-10-13', '42.340000'], ['2017-10-13', '28.700001'], ['2017-10-13', '58.820000']]","[['2017-05-18', '37.849998'], ['2017-05-18', '52.169998'], ['2017-05-18', '86.353989'], ['2017-05-18', '28.976200'], ['2017-05-18', '31.487921'], ['2017-05-18', '57.678692']]","[['2017-04-24', '41.450001'], ['2017-04-24', '58.790001'], ['2017-04-24', '95.876358'], ['2017-04-24', '30.740143'], ['2017-04-24', '32.685589'], ['2017-04-24', '64.925468']]"
48,"['AMD', 'ESPR', 'BTU']","['BABA', 'COHR']",20170411,Alibaba Is Inexpensive Considering Its Growth Rate - Cramer's Lightning Round (4/10/2017),20171011,"[['2017-04-11', '110.440002'], ['2017-04-11', '199.250000']]","[['2017-10-11', '184.690002'], ['2017-10-11', '247.990005']]","[['2017-05-16', '124.019997'], ['2017-05-16', '259.890015']]","[['2017-04-20', '112.959999'], ['2017-04-20', '205.380005']]"
49,"['VRX', 'TTC', 'HD']","['ALDR', 'VGR', 'FRT', 'CRBP']",20170410,Don't Bet Against Don Wood - Cramer's Lightning Round (4/7/2017),20171010,"[['2017-04-10', '19.549999'], ['2017-04-10', '18.963400'], ['2017-04-10', '131.835068'], ['2017-04-10', '7.000000']]","[['2017-10-10', '12.250000'], ['2017-10-10', '20.730000'], ['2017-10-10', '126.750000'], ['2017-10-10', '7.100000']]","[['2017-05-15', '17.799999'], ['2017-05-15', '19.568323'], ['2017-05-15', '124.571579'], ['2017-05-15', '6.450000']]","[['2017-04-19', '20.450001'], ['2017-04-19', '19.403345'], ['2017-04-19', '135.309326'], ['2017-04-19', '6.600000']]"
50,"['SPH', 'UA']","['HUBS', 'CX', 'TWLO', 'TGTX']",20170407,Cramer Believes In Twilio - Cramer's Lightning Round (4/6/2017),20171007,"[['2017-04-07', '59.599998'], ['2017-04-07', '8.980769'], ['2017-04-07', '28.170000'], ['2017-04-07', '10.550000']]","[['2017-10-06', '85.800003'], ['2017-10-06', '8.940000'], ['2017-10-06', '32.349998'], ['2017-10-06', '12.300000']]","[['2017-05-12', '69.449997'], ['2017-05-12', '8.730000'], ['2017-05-12', '24.000000'], ['2017-05-12', '11.750000']]","[['2017-04-18', '62.400002'], ['2017-04-18', '8.490385'], ['2017-04-18', '30.799999'], ['2017-04-18', '10.000000']]"
51,['EGLE'],"['BAC', 'VZ', 'GOLD', 'GLD', 'ALKS', 'NKTR']",20170404,Verizon Is A Buy - Cramer's Lightning Round (4/3/2017),20171004,"[['2017-04-04', '23.244370'], ['2017-04-04', '47.527607'], ['2017-04-04', '89.389999'], ['2017-04-04', '119.620003'], ['2017-04-04', '58.750000'], ['2017-04-04', '22.360001']]","[['2017-10-04', '25.709999'], ['2017-10-04', '49.308460'], ['2017-10-04', '98.320000'], ['2017-10-04', '121.169998'], ['2017-10-04', '51.869999'], ['2017-10-04', '24.910000']]","[['2017-05-09', '23.779861'], ['2017-05-09', '45.275921'], ['2017-05-09', '88.830002'], ['2017-05-09', '116.050003'], ['2017-05-09', '57.340000'], ['2017-05-09', '17.540001']]","[['2017-04-12', '22.460962'], ['2017-04-12', '47.714306'], ['2017-04-12', '93.540001'], ['2017-04-12', '122.019997'], ['2017-04-12', '56.950001'], ['2017-04-12', '18.219999']]"
52,"['AN', 'KMX', 'CTL', 'VZ']",['BRK.B'],20170403,Berkshire Hathaway Going Down Is An Opportunity To Buy - Cramer's Lightning Round (3/31/2017),20171003,[],[],[],[]
53,"['PB', 'CFR', 'CRBP']","['NXPI', 'AMGN', 'AMD', 'ORI']",20170331,NXP Semiconductors Should Go Higher - Cramer's Lightning Round (3/30/2017),20170930,"[['2017-03-31', '103.500000'], ['2017-03-31', '161.801163'], ['2017-03-31', '14.550000'], ['2017-03-31', '20.082136']]","[['2017-09-29', '113.089996'], ['2017-09-29', '186.449997'], ['2017-09-29', '12.750000'], ['2017-09-29', '19.690001']]","[['2017-05-05', '106.580002'], ['2017-05-05', '161.544754'], ['2017-05-05', '10.190000'], ['2017-05-05', '19.866411']]","[['2017-04-10', '104.169998'], ['2017-04-10', '160.538849'], ['2017-04-10', '13.100000'], ['2017-04-10', '19.738937']]"
54,['GOGL'],"['CC', 'AA', 'NBL', 'HIMX', 'CELG', 'CY', 'ZTS', 'SLB']",20170330,Schlumberger Is A Buy - Cramer's Lightning Round (3/29/2017),20170930,"[['2017-03-30', '38.109581'], ['2017-03-30', '33.490002'], ['2017-03-30', '34.074791'], ['2017-03-30', '8.470000'], ['2017-03-30', '124.339996'], ['2017-03-30', '13.749184'], ['2017-03-30', '53.273811'], ['2017-03-30', '76.676270']]","[['2017-09-29', '50.610001'], ['2017-09-29', '46.619999'], ['2017-09-29', '28.360001'], ['2017-09-29', '10.930000'], ['2017-09-29', '145.820007'], ['2017-09-29', '15.020000'], ['2017-09-29', '63.759998'], ['2017-09-29', '69.760002']]","[['2017-05-04', '39.847282'], ['2017-05-04', '31.040001'], ['2017-05-04', '30.501223'], ['2017-05-04', '6.525109'], ['2017-05-04', '124.459999'], ['2017-05-04', '13.109458'], ['2017-05-04', '58.770058'], ['2017-05-04', '69.879425']]","[['2017-04-07', '37.690140'], ['2017-04-07', '33.730000'], ['2017-04-07', '34.342941'], ['2017-04-07', '9.034019'], ['2017-04-07', '125.580002'], ['2017-04-07', '13.375191'], ['2017-04-07', '52.450806'], ['2017-04-07', '77.158951']]"
55,"['PFE', 'BMY']","['RTN', 'ARNC', 'XON']",20170329,Raytheon Is A Buy - Cramer's Lightning Round (3/28/2017),20170929,"[['2017-03-29', '149.746185'], ['2017-03-29', '26.079609'], ['2017-03-29', '20.230000']]","[['2017-09-29', '185.786713'], ['2017-09-29', '24.879999'], ['2017-09-29', '19.010000']]","[['2017-05-03', '155.435974'], ['2017-05-03', '26.715984'], ['2017-05-03', '21.139999']]","[['2017-04-06', '148.583160'], ['2017-04-06', '26.039793'], ['2017-04-06', '19.020000']]"
56,"['HSBC', 'VRAY', 'CLF']","['STLD', 'MASI', 'SMG', 'GOOS', 'NUE']",20170328,Nucor Is The Steel Company To Buy - Cramer's Lightning Round (3/27/17),20170928,"[['2017-03-28', '34.207615'], ['2017-03-28', '93.540001'], ['2017-03-28', '92.029839'], ['2017-03-28', '16.350000'], ['2017-03-28', '59.030251']]","[['2017-09-28', '34.580002'], ['2017-09-28', '84.910004'], ['2017-09-28', '97.370003'], ['2017-09-28', '20.280001'], ['2017-09-28', '55.490002']]","[['2017-05-02', '36.640049'], ['2017-05-02', '103.419998'], ['2017-05-02', '90.210403'], ['2017-05-02', '16.150000'], ['2017-05-02', '60.873219']]","[['2017-04-05', '33.786518'], ['2017-04-05', '92.970001'], ['2017-04-05', '91.021240'], ['2017-04-05', '16.469999'], ['2017-04-05', '58.919754']]"
57,"['TEVA', 'EEP']","['SIRI', 'MAR', 'KTOS']",20170327,Enbridge Energy Partners' Yield Is A Red Flag - Cramer's Lightning Round (3/24/17),20170927,"[['2017-03-27', '5.080482'], ['2017-03-27', '92.564995'], ['2017-03-27', '7.990000']]","[['2017-09-27', '5.530000'], ['2017-09-27', '108.360001'], ['2017-09-27', '13.300000']]","[['2017-05-01', '4.941018'], ['2017-05-01', '94.959358'], ['2017-05-01', '8.000000']]","[['2017-04-04', '5.100405'], ['2017-04-04', '91.869553'], ['2017-04-04', '7.760000']]"
58,"['F', 'OPK']","['STZ', 'CY', 'RRD', 'MO', 'CIM', 'PM']",20170324,It's Tough To Own Ford - Cramer's Lightning Round (3/23/17),20170924,"[['2017-03-24', '163.143219'], ['2017-03-24', '14.116180'], ['2017-03-24', '11.419675'], ['2017-03-24', '71.811737'], ['2017-03-24', '18.590120'], ['2017-03-24', '109.790688']]","[['2017-09-22', '201.809998'], ['2017-09-22', '14.229538'], ['2017-09-22', '9.960000'], ['2017-09-22', '62.490002'], ['2017-09-22', '18.976337'], ['2017-09-22', '111.446999']]","[['2017-04-28', '171.575821'], ['2017-04-28', '13.788551'], ['2017-04-28', '12.247893'], ['2017-04-28', '70.447540'], ['2017-04-28', '19.332336'], ['2017-04-28', '108.857674']]","[['2017-04-03', '160.756622'], ['2017-04-03', '13.296454'], ['2017-04-03', '11.322237'], ['2017-04-03', '70.290512'], ['2017-04-03', '19.132935'], ['2017-04-03', '110.890656']]"
59,"['TWX', 'T']","['HSY', 'FLEX']",20170323,Hershey Will Go Higher - Cramer's Lightning Round (3/22/17),20170923,"[['2017-03-23', '106.853127'], ['2017-03-23', '16.639999']]","[['2017-09-22', '106.480003'], ['2017-09-22', '16.660000']]","[['2017-04-27', '106.141434'], ['2017-04-27', '16.020000']]","[['2017-03-31', '107.989868'], ['2017-03-31', '16.799999']]"
60,"['TGT', 'GILD', 'NVO', 'LLY', 'AUPH', 'NOK', 'CTXS', 'CYH', 'UNH']","['TELL', 'DAL', 'STM', 'CUDA', 'VOYA']",20170320,Delta Air Lines Is Cheap - Cramer's Lightning Round (3/17/17),20170920,"[['2017-03-20', '11.360000'], ['2017-03-20', '46.358501'], ['2017-03-20', '15.310259'], ['2017-03-20', '23.309999'], ['2017-03-20', '39.228363']]","[['2017-09-20', '10.770000'], ['2017-09-20', '48.040001'], ['2017-09-20', '19.530001'], ['2017-09-20', '24.320000'], ['2017-09-20', '39.000000']]","[['2017-04-24', '9.790000'], ['2017-04-24', '46.318924'], ['2017-04-24', '15.330116'], ['2017-04-24', '20.240000'], ['2017-04-24', '37.769173']]","[['2017-03-28', '11.100000'], ['2017-03-28', '46.041859'], ['2017-03-28', '15.548551'], ['2017-03-28', '23.120001'], ['2017-03-28', '37.619251']]"
61,"['SPH', 'INFN', 'FNSR', 'HCLP']","['WFC', 'NOV', 'GOV', 'GE']",20170317,Wells Fargo Is A Buy - Cramer's Lightning Round (3/16/17),20170917,"[['2017-03-17', '57.841068'], ['2017-03-17', '39.195049'], ['2017-03-17', '19.372192'], ['2017-03-17', '29.336920']]","[['2017-09-15', '51.660000'], ['2017-09-15', '34.450001'], ['2017-09-15', '18.760000'], ['2017-09-15', '23.930000']]","[['2017-04-21', '52.251179'], ['2017-04-21', '34.548676'], ['2017-04-21', '21.522688'], ['2017-04-21', '29.012918']]","[['2017-03-27', '54.607414'], ['2017-03-27', '38.307648'], ['2017-03-27', '19.678778'], ['2017-03-27', '28.904919']]"
62,"['CRTO', 'KORS', 'CCJ', 'DATA', 'AAOI', 'FNSR', 'CBI']","['KLAC', 'LRCX', 'AMAT', 'AOBC']",20170316,Don't Buy Tableau Software - Cramer's Lightning Round (3/15/17),20170916,"[['2017-03-16', '93.067963'], ['2017-03-16', '125.280312'], ['2017-03-16', '38.872734'], ['2017-03-16', '19.549999']]","[['2017-09-15', '98.639999'], ['2017-09-15', '172.990005'], ['2017-09-15', '47.139999'], ['2017-09-15', '14.260000']]","[['2017-04-20', '97.326172'], ['2017-04-20', '138.597015'], ['2017-04-20', '39.708920'], ['2017-04-20', '21.290001']]","[['2017-03-24', '94.569702'], ['2017-03-24', '126.772102'], ['2017-03-24', '38.793098'], ['2017-03-24', '18.730000']]"
63,"['JEC', 'SGEN']","['CSCO', 'SYY', 'CHKP', 'CYBR']",20170315,Seattle Genetics Is Too High To Be Bought - Cramer's Lightning Round (3/14/17),20170915,"[['2017-03-15', '33.341988'], ['2017-03-15', '51.586895'], ['2017-03-15', '100.730003'], ['2017-03-15', '50.000000']]","[['2017-09-15', '32.162079'], ['2017-09-15', '53.333527'], ['2017-09-15', '113.000000'], ['2017-09-15', '41.680000']]","[['2017-04-19', '32.070652'], ['2017-04-19', '51.454777'], ['2017-04-19', '102.820000'], ['2017-04-19', '52.419998']]","[['2017-03-23', '33.069328'], ['2017-03-23', '51.655575'], ['2017-03-23', '103.400002'], ['2017-03-23', '48.549999']]"
64,"['XOM', 'IONS', 'BETR']","['SWKS', 'SONC', 'ABT', 'ABBV']",20170314,AbbVie And Abbott Are Good Stocks - Cramer's Lightning Round (3/13/17),20170914,"[['2017-03-14', '98.210701'], ['2017-03-14', '23.319645'], ['2017-03-14', '44.067024'], ['2017-03-14', '63.997372']]","[['2017-09-14', '107.080002'], ['2017-09-14', '23.709999'], ['2017-09-14', '51.438385'], ['2017-09-14', '88.601891']]","[['2017-04-18', '98.449303'], ['2017-04-18', '23.942953'], ['2017-04-18', '42.980732'], ['2017-04-18', '62.645927']]","[['2017-03-22', '96.172729'], ['2017-03-22', '22.478672'], ['2017-03-22', '44.076862'], ['2017-03-22', '63.851189']]"
65,"['RAD', 'WBA', 'GWPH', 'QIWI']","['TJX', 'ROST', 'BURL']",20170313,Rite Aid Might Go Lower Than $4 - Cramer's Lightning Round (3/10/17),20170913,"[['2017-03-13', '77.404457'], ['2017-03-13', '66.600647'], ['2017-03-13', '93.769997']]","[['2017-09-13', '73.489998'], ['2017-09-13', '61.410000'], ['2017-09-13', '90.809998']]","[['2017-04-17', '75.837723'], ['2017-04-17', '62.949799'], ['2017-04-17', '91.540001']]","[['2017-03-21', '77.434196'], ['2017-03-21', '65.426804'], ['2017-03-21', '93.209999']]"
66,"['M', 'NLY', 'SWIR']","['CWH', 'AAOI', 'MRVL', 'ANET']",20170310,Don't Buy Macy's - Cramer's Lightning Round (3/9/17),20170910,"[['2017-03-10', '31.318514'], ['2017-03-10', '50.919998'], ['2017-03-10', '16.162199'], ['2017-03-10', '124.169998']]","[['2017-09-08', '38.459724'], ['2017-09-08', '56.759998'], ['2017-09-08', '17.136974'], ['2017-09-08', '172.679993']]","[['2017-04-13', '29.015841'], ['2017-04-13', '45.299999'], ['2017-04-13', '14.531821'], ['2017-04-13', '131.360001']]","[['2017-03-20', '33.465332'], ['2017-03-20', '50.330002'], ['2017-03-20', '16.024145'], ['2017-03-20', '130.330002']]"
67,"['NVDA', 'RAI', 'MO', 'PM']","['MU', 'ICE']",20170309,Hot Money Has To Get Out Of Nvidia - Cramer's Lightning Round (3/8/17),20170909,"[['2017-03-09', '25.150000'], ['2017-03-09', '59.495159']]","[['2017-09-08', '32.450001'], ['2017-09-08', '65.142654']]","[['2017-04-12', '26.690001'], ['2017-04-12', '59.464230']]","[['2017-03-17', '25.799999'], ['2017-03-17', '61.024628']]"
68,"['CHK', 'EXAS', 'FRAC', 'SSYS']","['MMP', 'KMI', 'ARNC', 'TGTX', 'THS']",20170308,TreeHouse Foods Is A Good Buy - Cramer's Lightning Round (3/7/17),20170908,"[['2017-03-08', '74.664902'], ['2017-03-08', '21.032734'], ['2017-03-08', '26.726622'], ['2017-03-08', '10.150000'], ['2017-03-08', '85.139999']]","[['2017-09-08', '69.339996'], ['2017-09-08', '19.139999'], ['2017-09-08', '24.420000'], ['2017-09-08', '12.200000'], ['2017-09-08', '65.739998']]","[['2017-04-11', '75.162674'], ['2017-04-11', '21.348867'], ['2017-04-11', '26.467815'], ['2017-04-11', '10.250000'], ['2017-04-11', '88.419998']]","[['2017-03-16', '76.499802'], ['2017-03-16', '21.299469'], ['2017-03-16', '27.194462'], ['2017-03-16', '13.900000'], ['2017-03-16', '85.849998']]"
69,"['CAB', 'WRD']","['ROP', 'T']",20170307,AT&T Is A Buy - Cramer's Lightning Round (3/6/17),20170907,"[['2017-03-07', '210.777328'], ['2017-03-07', '40.346989']]","[['2017-09-07', '229.637619'], ['2017-09-07', '35.158489']]","[['2017-04-10', '208.292892'], ['2017-04-10', '39.366596']]","[['2017-03-15', '212.947311'], ['2017-03-15', '41.030998']]"
70,"['CBI', 'MTZ', 'EME', 'MBLY', 'HZNP', 'BA']",['AMD'],20170306,Buy AMD At $12.25 - Cramer's Lightning Round (3/3/17),20170906,"[['2017-03-06', '13.040000']]","[['2017-09-06', '12.860000']]","[['2017-04-07', '13.520000']]","[['2017-03-14', '14.100000']]"
71,"['PRU', 'CB', 'ZTO', 'XPO', 'FDX']","['ASX', 'NDSN', 'GSK']",20170303,Don't Buy ZTO Express - Cramer's Lightning Round (3/2/17),20170903,"[['2017-03-03', '5.908052'], ['2017-03-03', '124.452843'], ['2017-03-03', '40.988609']]","[['2017-09-01', '6.130000'], ['2017-09-01', '110.269997'], ['2017-09-01', '40.200001']]","[['2017-04-06', '6.206828'], ['2017-04-06', '121.347244'], ['2017-04-06', '40.432201']]","[['2017-03-13', '5.975517'], ['2017-03-13', '125.298912'], ['2017-03-13', '40.656719']]"
72,"['OPK', 'FEYE', 'CSCO']","['KBR', 'TTC']",20170302,Buy Cisco Instead Of FireEye - Cramer's Lightning Round (3/1/17),20170902,"[['2017-03-02', '14.780700'], ['2017-03-02', '59.893696']]","[['2017-09-01', '16.355106'], ['2017-09-01', '60.848042']]","[['2017-04-05', '14.376103'], ['2017-04-05', '61.357513']]","[['2017-03-10', '14.534518'], ['2017-03-10', '60.042492']]"
73,"['SWN', 'OXY', 'RIG', 'SLB', 'NCLH', 'CCL', 'CDE', 'GOLD', 'TOO', 'FGP', 'OLN']","['PENN', 'NTAP']",20170301,NetApp Can Go Higher - Cramer's Lightning Round (2/28/17),20170901,"[['2017-03-01', '14.630000'], ['2017-03-01', '42.403606']]","[['2017-09-01', '22.410000'], ['2017-09-01', '38.476139']]","[['2017-04-04', '18.590000'], ['2017-04-04', '40.609268']]","[['2017-03-09', '14.590000'], ['2017-03-09', '41.388130']]"
